uid	source	scene	sent	type	bucket	focalizer	context	text	guess_speaker	guess_conf	gold_speaker	target	checked	note
17-Jan	狼与将晓之色	1	17	action	心理	罗伦斯	毕竟旅行生活的随心所欲，是用日常生活的确定和稳定换来的。 ‖ “祭典结束之后，我打算回家去。” ‖ 这一阵子与罗伦斯夫妇结伴同行的女司铎艾尔莎说出这番话，是在昨日傍晚的时候。当时他们解决了撒罗尼亚城的关税争端，让争执的双方——教会和木材商人们各自做出让步。当晚回到住处的路上，艾尔莎开了口。 ‖ ►赫萝对关税的商议毫无兴趣，她早已先行离开，在广场的酒馆里喝得大醉酩酊。现在路上只有罗伦斯和艾尔莎两人。罗伦斯明白艾尔莎是有意要抓住这短短的时间提起自己的告别，但还有一点他不明白。 ‖ “你不先对赫萝说吗？” ‖ 似乎赫萝和艾尔莎她们在关税纠纷期间有了不少交流，而罗伦斯对这些经纬并不了解。如今艾尔莎还是会不时劝诫赫萝，赫萝还是会露出不耐烦的模样，但从那一来一往中也能感受到，她们之间的关系变得比以往更好了。	赫萝对关税的商议毫无兴趣，她早已先行离开，在广场的酒馆里喝得大醉酩酊。现在路上只有罗伦斯和艾尔莎两人。罗伦斯明白艾尔莎是有意要抓住这短短的时间提起自己的告别，但还有一点他不明白。	赫萝	0.55	罗伦斯		y	
18-Jan	狼与将晓之色	1	18	dialogue	anaphoric	罗伦斯	“祭典结束之后，我打算回家去。” ‖ 这一阵子与罗伦斯夫妇结伴同行的女司铎艾尔莎说出这番话，是在昨日傍晚的时候。当时他们解决了撒罗尼亚城的关税争端，让争执的双方——教会和木材商人们各自做出让步。当晚回到住处的路上，艾尔莎开了口。 ‖ 赫萝对关税的商议毫无兴趣，她早已先行离开，在广场的酒馆里喝得大醉酩酊。现在路上只有罗伦斯和艾尔莎两人。罗伦斯明白艾尔莎是有意要抓住这短短的时间提起自己的告别，但还有一点他不明白。 ‖ ►“你不先对赫萝说吗？” ‖ 似乎赫萝和艾尔莎她们在关税纠纷期间有了不少交流，而罗伦斯对这些经纬并不了解。如今艾尔莎还是会不时劝诫赫萝，赫萝还是会露出不耐烦的模样，但从那一来一往中也能感受到，她们之间的关系变得比以往更好了。 ‖ 既然如此，正因如此，行事一板一眼的艾尔莎不应该首先去对赫萝道别吗？	你不先对赫萝说吗？	赫萝	0.95	罗伦斯		y	
19-Jan	狼与将晓之色	1	19	action	物理	罗伦斯	这一阵子与罗伦斯夫妇结伴同行的女司铎艾尔莎说出这番话，是在昨日傍晚的时候。当时他们解决了撒罗尼亚城的关税争端，让争执的双方——教会和木材商人们各自做出让步。当晚回到住处的路上，艾尔莎开了口。 ‖ 赫萝对关税的商议毫无兴趣，她早已先行离开，在广场的酒馆里喝得大醉酩酊。现在路上只有罗伦斯和艾尔莎两人。罗伦斯明白艾尔莎是有意要抓住这短短的时间提起自己的告别，但还有一点他不明白。 ‖ “你不先对赫萝说吗？” ‖ ►似乎赫萝和艾尔莎她们在关税纠纷期间有了不少交流，而罗伦斯对这些经纬并不了解。如今艾尔莎还是会不时劝诫赫萝，赫萝还是会露出不耐烦的模样，但从那一来一往中也能感受到，她们之间的关系变得比以往更好了。 ‖ 既然如此，正因如此，行事一板一眼的艾尔莎不应该首先去对赫萝道别吗？ ‖ 罗伦斯怀着这样的疑问对艾尔莎开口，而她则是先露出淡淡微笑，继而移开了眼神似地朝前望去。	似乎赫萝和艾尔莎她们在关税纠纷期间有了不少交流，而罗伦斯对这些经纬并不了解。如今艾尔莎还是会不时劝诫赫萝，赫萝还是会露出不耐烦的模样，但从那一来一往中也能感受到，她们之间的关系变得比以往更好了。	赫萝	0.55	-	赫萝	y	
20-Jan	狼与将晓之色	1	20	action	心理	罗伦斯	赫萝对关税的商议毫无兴趣，她早已先行离开，在广场的酒馆里喝得大醉酩酊。现在路上只有罗伦斯和艾尔莎两人。罗伦斯明白艾尔莎是有意要抓住这短短的时间提起自己的告别，但还有一点他不明白。 ‖ “你不先对赫萝说吗？” ‖ 似乎赫萝和艾尔莎她们在关税纠纷期间有了不少交流，而罗伦斯对这些经纬并不了解。如今艾尔莎还是会不时劝诫赫萝，赫萝还是会露出不耐烦的模样，但从那一来一往中也能感受到，她们之间的关系变得比以往更好了。 ‖ ►既然如此，正因如此，行事一板一眼的艾尔莎不应该首先去对赫萝道别吗？ ‖ 罗伦斯怀着这样的疑问对艾尔莎开口，而她则是先露出淡淡微笑，继而移开了眼神似地朝前望去。 ‖ “因为，和她的关系好得有些过头了。”	既然如此，正因如此，行事一板一眼的艾尔莎不应该首先去对赫萝道别吗？	艾尔莎	0.55	罗伦斯		y	
21-Jan	狼与将晓之色	1	21	action	物理	罗伦斯	“你不先对赫萝说吗？” ‖ 似乎赫萝和艾尔莎她们在关税纠纷期间有了不少交流，而罗伦斯对这些经纬并不了解。如今艾尔莎还是会不时劝诫赫萝，赫萝还是会露出不耐烦的模样，但从那一来一往中也能感受到，她们之间的关系变得比以往更好了。 ‖ 既然如此，正因如此，行事一板一眼的艾尔莎不应该首先去对赫萝道别吗？ ‖ ►罗伦斯怀着这样的疑问对艾尔莎开口，而她则是先露出淡淡微笑，继而移开了眼神似地朝前望去。 ‖ “因为，和她的关系好得有些过头了。” ‖ 遵循着铁律的神的仆人。	罗伦斯怀着这样的疑问对艾尔莎开口，而她则是先露出淡淡微笑，继而移开了眼神似地朝前望去。	罗伦斯	0.55	罗伦斯/艾尔莎		y	分割
22-Jan	狼与将晓之色	1	22	dialogue	anaphoric	罗伦斯	似乎赫萝和艾尔莎她们在关税纠纷期间有了不少交流，而罗伦斯对这些经纬并不了解。如今艾尔莎还是会不时劝诫赫萝，赫萝还是会露出不耐烦的模样，但从那一来一往中也能感受到，她们之间的关系变得比以往更好了。 ‖ 既然如此，正因如此，行事一板一眼的艾尔莎不应该首先去对赫萝道别吗？ ‖ 罗伦斯怀着这样的疑问对艾尔莎开口，而她则是先露出淡淡微笑，继而移开了眼神似地朝前望去。 ‖ ►“因为，和她的关系好得有些过头了。” ‖ 遵循着铁律的神的仆人。 ‖ 艾尔莎曾给罗伦斯留下这样的印象，但现在他面前站着的，则是一个有血有肉的艾尔莎。	因为，和她的关系好得有些过头了。	罗伦斯	0.65	艾尔莎		y	
24-Jan	狼与将晓之色	1	24	action	物理	罗伦斯	罗伦斯怀着这样的疑问对艾尔莎开口，而她则是先露出淡淡微笑，继而移开了眼神似地朝前望去。 ‖ “因为，和她的关系好得有些过头了。” ‖ 遵循着铁律的神的仆人。 ‖ ►艾尔莎曾给罗伦斯留下这样的印象，但现在他面前站着的，则是一个有血有肉的艾尔莎。 ‖ “我还不是很习惯旅行，所以会因为突然涌出来的思乡之情感到动摇。” ‖ 艾尔莎原本出身在一个名叫特雷欧的小村里，守着抚养她长大的父亲留下的教会静静生活。此后随着世间对教会的态度愈发严厉，为了处理与教会有关的各种财产与特许问题，她被各处教会召唤，一直到这个极北之地。??????????????????	艾尔莎曾给罗伦斯留下这样的印象，但现在他面前站着的，则是一个有血有肉的艾尔莎。	艾尔莎	0.55	-		y	
25-Jan	狼与将晓之色	1	25	dialogue	anaphoric	罗伦斯	“因为，和她的关系好得有些过头了。” ‖ 遵循着铁律的神的仆人。 ‖ 艾尔莎曾给罗伦斯留下这样的印象，但现在他面前站着的，则是一个有血有肉的艾尔莎。 ‖ ►“我还不是很习惯旅行，所以会因为突然涌出来的思乡之情感到动摇。” ‖ 艾尔莎原本出身在一个名叫特雷欧的小村里，守着抚养她长大的父亲留下的教会静静生活。此后随着世间对教会的态度愈发严厉，为了处理与教会有关的各种财产与特许问题，她被各处教会召唤，一直到这个极北之地。?????????????????? ‖ 她的丈夫艾凡在罗伦斯记忆中还是个磨面粉的少年，个性朴实又热情。如今艾凡还留在特雷欧村，据说两人间已经有了三个孩子。	我还不是很习惯旅行，所以会因为突然涌出来的思乡之情感到动摇。	艾尔莎	0.65	艾尔莎		y	
26-Jan	狼与将晓之色	1	26	action	物理	罗伦斯	遵循着铁律的神的仆人。 ‖ 艾尔莎曾给罗伦斯留下这样的印象，但现在他面前站着的，则是一个有血有肉的艾尔莎。 ‖ “我还不是很习惯旅行，所以会因为突然涌出来的思乡之情感到动摇。” ‖ ►艾尔莎原本出身在一个名叫特雷欧的小村里，守着抚养她长大的父亲留下的教会静静生活。此后随着世间对教会的态度愈发严厉，为了处理与教会有关的各种财产与特许问题，她被各处教会召唤，一直到这个极北之地。?????????????????? ‖ 她的丈夫艾凡在罗伦斯记忆中还是个磨面粉的少年，个性朴实又热情。如今艾凡还留在特雷欧村，据说两人间已经有了三个孩子。 ‖ “赫萝的直觉很敏锐，在她面前，我恐怕很难掩饰住归心似箭的模样。可是……”	艾尔莎原本出身在一个名叫特雷欧的小村里，守着抚养她长大的父亲留下的教会静静生活。此后随着世间对教会的态度愈发严厉，为了处理与教会有关的各种财产与特许问题，她被各处教会召唤，一直到这个极北之地。??????????????????	艾尔莎	0.55	-		y	
27-Jan	狼与将晓之色	1	27	action	物理	罗伦斯	艾尔莎曾给罗伦斯留下这样的印象，但现在他面前站着的，则是一个有血有肉的艾尔莎。 ‖ “我还不是很习惯旅行，所以会因为突然涌出来的思乡之情感到动摇。” ‖ 艾尔莎原本出身在一个名叫特雷欧的小村里，守着抚养她长大的父亲留下的教会静静生活。此后随着世间对教会的态度愈发严厉，为了处理与教会有关的各种财产与特许问题，她被各处教会召唤，一直到这个极北之地。?????????????????? ‖ ►她的丈夫艾凡在罗伦斯记忆中还是个磨面粉的少年，个性朴实又热情。如今艾凡还留在特雷欧村，据说两人间已经有了三个孩子。 ‖ “赫萝的直觉很敏锐，在她面前，我恐怕很难掩饰住归心似箭的模样。可是……” ‖ 艾尔莎缓缓吸了一口气，又长长地吐出来，就好像她整个人也因此缩小了一圈。	她的丈夫艾凡在罗伦斯记忆中还是个磨面粉的少年，个性朴实又热情。如今艾凡还留在特雷欧村，据说两人间已经有了三个孩子。	艾凡	0.55	-		y	
28-Jan	狼与将晓之色	1	28	dialogue	anaphoric	罗伦斯	“我还不是很习惯旅行，所以会因为突然涌出来的思乡之情感到动摇。” ‖ 艾尔莎原本出身在一个名叫特雷欧的小村里，守着抚养她长大的父亲留下的教会静静生活。此后随着世间对教会的态度愈发严厉，为了处理与教会有关的各种财产与特许问题，她被各处教会召唤，一直到这个极北之地。?????????????????? ‖ 她的丈夫艾凡在罗伦斯记忆中还是个磨面粉的少年，个性朴实又热情。如今艾凡还留在特雷欧村，据说两人间已经有了三个孩子。 ‖ ►“赫萝的直觉很敏锐，在她面前，我恐怕很难掩饰住归心似箭的模样。可是……” ‖ 艾尔莎缓缓吸了一口气，又长长地吐出来，就好像她整个人也因此缩小了一圈。 ‖ “在赫萝的眼里，我的模样看起来就可能显得很薄情，不是吗？”	赫萝的直觉很敏锐，在她面前，我恐怕很难掩饰住归心似箭的模样。可是……	赫萝	0.8	艾尔莎		y	
29-Jan	狼与将晓之色	1	29	action	物理	罗伦斯	艾尔莎原本出身在一个名叫特雷欧的小村里，守着抚养她长大的父亲留下的教会静静生活。此后随着世间对教会的态度愈发严厉，为了处理与教会有关的各种财产与特许问题，她被各处教会召唤，一直到这个极北之地。?????????????????? ‖ 她的丈夫艾凡在罗伦斯记忆中还是个磨面粉的少年，个性朴实又热情。如今艾凡还留在特雷欧村，据说两人间已经有了三个孩子。 ‖ “赫萝的直觉很敏锐，在她面前，我恐怕很难掩饰住归心似箭的模样。可是……” ‖ ►艾尔莎缓缓吸了一口气，又长长地吐出来，就好像她整个人也因此缩小了一圈。 ‖ “在赫萝的眼里，我的模样看起来就可能显得很薄情，不是吗？” ‖ 这是旅途生活中常见的光景。	艾尔莎缓缓吸了一口气，又长长地吐出来，就好像她整个人也因此缩小了一圈。	艾尔莎	0.55	艾尔莎		y	
30-Jan	狼与将晓之色	1	30	dialogue	anaphoric	罗伦斯	她的丈夫艾凡在罗伦斯记忆中还是个磨面粉的少年，个性朴实又热情。如今艾凡还留在特雷欧村，据说两人间已经有了三个孩子。 ‖ “赫萝的直觉很敏锐，在她面前，我恐怕很难掩饰住归心似箭的模样。可是……” ‖ 艾尔莎缓缓吸了一口气，又长长地吐出来，就好像她整个人也因此缩小了一圈。 ‖ ►“在赫萝的眼里，我的模样看起来就可能显得很薄情，不是吗？” ‖ 这是旅途生活中常见的光景。 ‖ 在他乡远地遇到了意气投和的人物，痛饮达旦，乃至心中将对方视为莫逆之交，对方却只说一句还有家人在，就此匆匆离开。在这些人眼中 ，旅人终究只是旅人，是许多来客中的一人，而他们还有属于他们的，坚固不变的日常生活。	在赫萝的眼里，我的模样看起来就可能显得很薄情，不是吗？	赫萝	0.8	艾尔莎		y	
Jan-32	狼与将晓之色	1	32	action	心理	罗伦斯	艾尔莎缓缓吸了一口气，又长长地吐出来，就好像她整个人也因此缩小了一圈。 ‖ “在赫萝的眼里，我的模样看起来就可能显得很薄情，不是吗？” ‖ 这是旅途生活中常见的光景。 ‖ ►在他乡远地遇到了意气投和的人物，痛饮达旦，乃至心中将对方视为莫逆之交，对方却只说一句还有家人在，就此匆匆离开。在这些人眼中 ，旅人终究只是旅人，是许多来客中的一人，而他们还有属于他们的，坚固不变的日常生活。 ‖ 他们会回到炉火温暖，笑语满溢的家中。可是，旅人却必须独自回归寂静的旅舍，然后到了明日，又要向下一个市镇出发。 ‖ 艾尔莎大概已经在她的短暂旅途中体会过了这样的寂寥感。	在他乡远地遇到了意气投和的人物，痛饮达旦，乃至心中将对方视为莫逆之交，对方却只说一句还有家人在，就此匆匆离开。在这些人眼中 ，旅人终究只是旅人，是许多来客中的一人，而他们还有属于他们的，坚固不变的日常生活。	赫萝	0.3	艾尔莎		y	
Jan-33	狼与将晓之色	1	33	action	心理	罗伦斯	“在赫萝的眼里，我的模样看起来就可能显得很薄情，不是吗？” ‖ 这是旅途生活中常见的光景。 ‖ 在他乡远地遇到了意气投和的人物，痛饮达旦，乃至心中将对方视为莫逆之交，对方却只说一句还有家人在，就此匆匆离开。在这些人眼中 ，旅人终究只是旅人，是许多来客中的一人，而他们还有属于他们的，坚固不变的日常生活。 ‖ ►他们会回到炉火温暖，笑语满溢的家中。可是，旅人却必须独自回归寂静的旅舍，然后到了明日，又要向下一个市镇出发。 ‖ 艾尔莎大概已经在她的短暂旅途中体会过了这样的寂寥感。 ‖ 艾尔莎总是将发型整理得一丝不苟，蜂蜜色的眼睛总是目光锐利，直视着真相。但罗伦斯知道在这些东西的背后， 还有一个比常人更温柔体贴的艾尔莎。	他们会回到炉火温暖，笑语满溢的家中。可是，旅人却必须独自回归寂静的旅舍，然后到了明日，又要向下一个市镇出发。	赫萝	0.3	艾尔莎		y	
Jan-34	狼与将晓之色	1	34	action	心理	罗伦斯	这是旅途生活中常见的光景。 ‖ 在他乡远地遇到了意气投和的人物，痛饮达旦，乃至心中将对方视为莫逆之交，对方却只说一句还有家人在，就此匆匆离开。在这些人眼中 ，旅人终究只是旅人，是许多来客中的一人，而他们还有属于他们的，坚固不变的日常生活。 ‖ 他们会回到炉火温暖，笑语满溢的家中。可是，旅人却必须独自回归寂静的旅舍，然后到了明日，又要向下一个市镇出发。 ‖ ►艾尔莎大概已经在她的短暂旅途中体会过了这样的寂寥感。 ‖ 艾尔莎总是将发型整理得一丝不苟，蜂蜜色的眼睛总是目光锐利，直视着真相。但罗伦斯知道在这些东西的背后， 还有一个比常人更温柔体贴的艾尔莎。 ‖ 不然的话，她也就不会为那个怕寂寞的狼操心，担心自己提起的道别会让对方难过。	艾尔莎大概已经在她的短暂旅途中体会过了这样的寂寥感。	艾尔莎	0.55	艾尔莎	艾尔莎	y	
Jan-35	狼与将晓之色	1	35	action	心理	罗伦斯	在他乡远地遇到了意气投和的人物，痛饮达旦，乃至心中将对方视为莫逆之交，对方却只说一句还有家人在，就此匆匆离开。在这些人眼中 ，旅人终究只是旅人，是许多来客中的一人，而他们还有属于他们的，坚固不变的日常生活。 ‖ 他们会回到炉火温暖，笑语满溢的家中。可是，旅人却必须独自回归寂静的旅舍，然后到了明日，又要向下一个市镇出发。 ‖ 艾尔莎大概已经在她的短暂旅途中体会过了这样的寂寥感。 ‖ ►艾尔莎总是将发型整理得一丝不苟，蜂蜜色的眼睛总是目光锐利，直视着真相。但罗伦斯知道在这些东西的背后， 还有一个比常人更温柔体贴的艾尔莎。 ‖ 不然的话，她也就不会为那个怕寂寞的狼操心，担心自己提起的道别会让对方难过。 ‖ “那么，要不然我主动对你提起旅行的话题，如何呢？我想我跟她也差不多该出发去下一个地方了。”	艾尔莎总是将发型整理得一丝不苟，蜂蜜色的眼睛总是目光锐利，直视着真相。但罗伦斯知道在这些东西的背后， 还有一个比常人更温柔体贴的艾尔莎。	艾尔莎	0.55	罗伦斯		y	
Jan-36	狼与将晓之色	1	36	action	心理	罗伦斯	他们会回到炉火温暖，笑语满溢的家中。可是，旅人却必须独自回归寂静的旅舍，然后到了明日，又要向下一个市镇出发。 ‖ 艾尔莎大概已经在她的短暂旅途中体会过了这样的寂寥感。 ‖ 艾尔莎总是将发型整理得一丝不苟，蜂蜜色的眼睛总是目光锐利，直视着真相。但罗伦斯知道在这些东西的背后， 还有一个比常人更温柔体贴的艾尔莎。 ‖ ►不然的话，她也就不会为那个怕寂寞的狼操心，担心自己提起的道别会让对方难过。 ‖ “那么，要不然我主动对你提起旅行的话题，如何呢？我想我跟她也差不多该出发去下一个地方了。” ‖ 也许是怀着一种“瞒着赫萝，同罗伦斯秘密谋划事情”的内疚，艾尔莎没有立即给出回答，但她最后还是点了点头。	不然的话，她也就不会为那个怕寂寞的狼操心，担心自己提起的道别会让对方难过。	赫萝	0.55	罗伦斯		y	
Jan-37	狼与将晓之色	1	37	dialogue	anaphoric	罗伦斯	艾尔莎大概已经在她的短暂旅途中体会过了这样的寂寥感。 ‖ 艾尔莎总是将发型整理得一丝不苟，蜂蜜色的眼睛总是目光锐利，直视着真相。但罗伦斯知道在这些东西的背后， 还有一个比常人更温柔体贴的艾尔莎。 ‖ 不然的话，她也就不会为那个怕寂寞的狼操心，担心自己提起的道别会让对方难过。 ‖ ►“那么，要不然我主动对你提起旅行的话题，如何呢？我想我跟她也差不多该出发去下一个地方了。” ‖ 也许是怀着一种“瞒着赫萝，同罗伦斯秘密谋划事情”的内疚，艾尔莎没有立即给出回答，但她最后还是点了点头。 ‖ 然后，自嘲地笑着说。	那么，要不然我主动对你提起旅行的话题，如何呢？我想我跟她也差不多该出发去下一个地方了。	赫萝	0.65	罗伦斯		y	
Jan-38	狼与将晓之色	1	38	action	物理	罗伦斯	艾尔莎总是将发型整理得一丝不苟，蜂蜜色的眼睛总是目光锐利，直视着真相。但罗伦斯知道在这些东西的背后， 还有一个比常人更温柔体贴的艾尔莎。 ‖ 不然的话，她也就不会为那个怕寂寞的狼操心，担心自己提起的道别会让对方难过。 ‖ “那么，要不然我主动对你提起旅行的话题，如何呢？我想我跟她也差不多该出发去下一个地方了。” ‖ ►也许是怀着一种“瞒着赫萝，同罗伦斯秘密谋划事情”的内疚，艾尔莎没有立即给出回答，但她最后还是点了点头。 ‖ 然后，自嘲地笑着说。 ‖ “我居然要借助别人帮忙才能说出难说出口的事情，简直就像个小孩子一样啊。”	也许是怀着一种“瞒着赫萝，同罗伦斯秘密谋划事情”的内疚，艾尔莎没有立即给出回答，但她最后还是点了点头。	赫萝	0.95	艾尔莎		y	
Jan-40	狼与将晓之色	1	40	dialogue	anaphoric	罗伦斯	“那么，要不然我主动对你提起旅行的话题，如何呢？我想我跟她也差不多该出发去下一个地方了。” ‖ 也许是怀着一种“瞒着赫萝，同罗伦斯秘密谋划事情”的内疚，艾尔莎没有立即给出回答，但她最后还是点了点头。 ‖ 然后，自嘲地笑着说。 ‖ ►“我居然要借助别人帮忙才能说出难说出口的事情，简直就像个小孩子一样啊。” ‖ 刚刚与罗伦斯相遇时的艾尔莎，恐怕会以事实就是事实为理由，毫不犹豫地开口同赫萝告别。 ‖ 但是，罗伦斯心中有不同于艾尔莎的看法。	我居然要借助别人帮忙才能说出难说出口的事情，简直就像个小孩子一样啊。	罗伦斯	0.65	艾尔莎		y	
1_0	狼与尾巴的圆舞	1	0	action	物理	罗伦斯	►这天深夜，罗伦斯在寒意中醒来。睡眼惺忪的他一手将毛毯拉过肩膀还不够，一手在被窝里摸索。他找的是质地与毛毯完全不同的蓬松毛皮。 ‖ 而且那还是有血有肉的活毛皮，连主人一起拥在怀里即是无上的温暖。美中不足是毛皮的主人睡相太差，但只要不挨头槌，严冬也能一觉到天明。 ‖ 然而不管罗伦斯在黑暗里怎么往毛毯底下摸，也摸不到想找的东西。难道是出去喝水了吗？眼睛睁开一条缝之后，他才终于想起。	这天深夜，罗伦斯在寒意中醒来。睡眼惺忪的他一手将毛毯拉过肩膀还不够，一手在被窝里摸索。他找的是质地与毛毯完全不同的蓬松毛皮。	罗伦斯	0.55	罗伦斯			
1_7	狼与尾巴的圆舞	1	7	action	心理-推测	罗伦斯	罗伦斯将失去归宿的手摆在胸膛上。穿过窗缝的月光照在天花板上，像爪痕一样。距离天亮还久得很。 ‖ 他抹抹脸，轻声叹气。 ‖ 第一晚，他还觉得反而轻松呢。 ‖ ►离开纽希拉的温泉旅馆下山旅行后，也许是因为感觉开阔，或是不用在女儿面前装稳重了，赫萝的饮酒量明显增加。她很喜欢醉了倒头就睡，罗伦斯就得在她睡前代为处理很多事。当然，罗伦斯并不讨厌这样，而赫萝也多半只是装醉来享受有人服侍的感觉，但累还是会累。 ‖ 所以罗伦斯起先是带着放松的喘息，品味这久违了的宁静夜晚。 ‖ 到了第二晚，他就有点闲得发慌了。	离开纽希拉的温泉旅馆下山旅行后，也许是因为感觉开阔，或是不用在女儿面前装稳重了，赫萝的饮酒量明显增加。她很喜欢醉了倒头就睡，罗伦斯就得在她睡前代为处理很多事。当然，罗伦斯并不讨厌这样，而赫萝也多半只是装醉来享受有人服侍的感觉，但累还是会累。	罗伦斯	0.40	罗伦斯	赫萝		
2_39	狼与尾巴的圆舞	2	39	action	心理-推测	罗伦斯	赫萝尾巴大幅摇摆起来，罗伦斯替艾莉莎拿了点农具。 ‖ 罗伦斯向赫萝介绍艾莉莎跟现煮羊奶一起拿出来的东西。那是一种在艾莉莎的故乡已经变成名产的硬面包，叫作饼干。 ‖ “嗯，很有嚼头呐。” ‖ ►赫萝啃得喀喀响。最近不只松脆的点心受欢迎，口感硬的也异军突起。罗伦斯猜想艾莉莎特地端硬的出来，多半是因为狗喜欢啃骨头，并将饼干用羊奶泡软了吃。饼干里除了奶油、盐和蛋，还用了砂糖这样的奢侈品。平时呼吁节俭的艾莉莎也会这么慷慨，让罗伦斯很惊讶。 ‖ “这位希尔德先生，也有参加你们的婚礼吧？” ‖ 艾莉莎摊开希尔德给她的信并这么问。	赫萝啃得喀喀响。最近不只松脆的点心受欢迎，口感硬的也异军突起。罗伦斯猜想艾莉莎特地端硬的出来，多半是因为狗喜欢啃骨头，并将饼干用羊奶泡软了吃。饼干里除了奶油、盐和蛋，还用了砂糖这样的奢侈品。平时呼吁节俭的艾莉莎也会这么慷慨，让罗伦斯很惊讶。	罗伦斯	0.40	罗伦斯	赫萝		
2_49	狼与尾巴的圆舞	2	49	dialogue	anaphoric	罗伦斯	赫萝的狼耳朵弹起来，眼睛瞪过去。 ‖ “大笨驴，咱怎么可能干那种事。当然，要是兔子自己怕了咱的威严，咱就管不着喽。” ‖ 虽然她骄傲得挺起胸膛，但她自己也清楚希尔德不可能这么懦弱。 ‖ ►“不过，他不只是针对山的状况问了很多，天使之门的事更是问到咱都烦了。说那么多话，润喉也是很累的。” ‖ 她喝的酒恐怕跟说的话一样多吧。而希尔德提出的数字，看来也是诚实地加总了山本身与天使之门的价值。 ‖ 另外，天使之门是炼金术师以其技术制成的工具，实际上是用来聚集太阳光代替火烧的金属镜。罗伦斯知道用来放大文字的玻璃珠有时会引起火灾，但当初也没想到精密捶制过的巨大金属板，真的也能造成足以炼铁的高温。	不过，他不只是针对山的状况问了很多，天使之门的事更是问到咱都烦了。说那么多话，润喉也是很累的。	希尔德	0.55	希尔德			
2_50	狼与尾巴的圆舞	2	50	action	心理-推测	罗伦斯	“大笨驴，咱怎么可能干那种事。当然，要是兔子自己怕了咱的威严，咱就管不着喽。” ‖ 虽然她骄傲得挺起胸膛，但她自己也清楚希尔德不可能这么懦弱。 ‖ “不过，他不只是针对山的状况问了很多，天使之门的事更是问到咱都烦了。说那么多话，润喉也是很累的。” ‖ ►她喝的酒恐怕跟说的话一样多吧。而希尔德提出的数字，看来也是诚实地加总了山本身与天使之门的价值。 ‖ 另外，天使之门是炼金术师以其技术制成的工具，实际上是用来聚集太阳光代替火烧的金属镜。罗伦斯知道用来放大文字的玻璃珠有时会引起火灾，但当初也没想到精密捶制过的巨大金属板，真的也能造成足以炼铁的高温。 ‖ 如同狼体型大到赫萝那样就会被人当神膜拜，广为人知的现象以巨大规模发生时，往往会突然变成未知的奇迹。这就是一个活生生的例子。	她喝的酒恐怕跟说的话一样多吧。而希尔德提出的数字，看来也是诚实地加总了山本身与天使之门的价值。	罗伦斯	0.40	罗伦斯	希尔德		
2_65	狼与尾巴的圆舞	2	65	dialogue	anaphoric	罗伦斯	赫萝这么插嘴，并咧嘴威吓往木碗里最后一片饼干伸手的罗伦斯。 ‖ “麻烦？为什么？” ‖ 开心大嚼最后一片饼干的赫萝舔舔手指回答： ‖ ►“等会儿咱们不是要带你的回信到北方去吗？而且信上写的是很大一笔钱。咱也跟这头大笨驴旅行了很久，大概想像得到那会是多少货币。如果要把这么大一笔钱送到这里来，想也知道是谁要扛这件事。” ‖ 赫萝一脸嫌麻烦地靠上椅背。 ‖ 艾莉莎眨眨眼睛，再看向罗伦斯。	等会儿咱们不是要带你的回信到北方去吗？而且信上写的是很大一笔钱。咱也跟这头大笨驴旅行了很久，大概想像得到那会是多少货币。如果要把这么大一笔钱送到这里来，想也知道是谁要扛这件事。	赫萝	0.55	赫萝			
2_87	狼与尾巴的圆舞	2	87	dialogue	unmarked	罗伦斯	“……又是汝等那种魔法啊？” ‖ “在艾莉莎小姐面前，我哪敢讲魔法。” ‖ 艾莉莎当然不在乎这种小玩笑，继续优雅地啜饮羊奶。 ‖ ►“你说得没错，运送那么多现金是很辛苦的事，还很危险。所以希尔德先生就在这张纸上签名保证它的价值。我们只要拿这张纸到够大的商行去，就能领到纸上写的金额了，很厉害吧？” ‖ 这就是商人之间的信用网络。在相隔两地的商行所织起的商业网目之间流动的，是名为信用的货币。薄薄的一张纸，就能代替闪亮亮的金币。 ‖ 在家里囤积金山银山的吝啬鬼，为何总是被形容成疑神疑鬼的丑陋角色，答案就在这里。	你说得没错，运送那么多现金是很辛苦的事，还很危险。所以希尔德先生就在这张纸上签名保证它的价值。我们只要拿这张纸到够大的商行去，就能领到纸上写的金额了，很厉害吧？	赫萝	0.40	赫萝			
1_5	狼与收获之秋	1	5	action	物理	罗伦斯	想到这里，他才看清眼前的情景，是赫萝正在打理尾巴。 ‖ “原来是这声音啊……” ‖ 一旦开始下雪，旅店的工作就立马会变得忙碌。罗伦斯松了一口气，抬起的脑袋也再次垂了下去。 ‖ ►眼下才进入秋天的门槛，夏天的泡汤客人们刚刚离去，冬季营业的准备又还早，在这段贵重的时间里，早上就是睡个回笼觉也没有问题。 ‖ “掉下来的毛你要好好收拾啊……” ‖ 说完这句话，罗伦斯把毛毯拉到肩膀的位置，然后又翻身背对赫萝睡下了。	眼下才进入秋天的门槛，夏天的泡汤客人们刚刚离去，冬季营业的准备又还早，在这段贵重的时间里，早上就是睡个回笼觉也没有问题。	罗伦斯	0.30	罗伦斯			
