uid	source	scene	sent	qidx	dialogue	context
2_198	狼与尾巴的圆舞	2	198	0	是啊。她说最后由她来作决定，其实就是替我们扮黑脸。她知道人家把吃力不讨好的角色推给了她，也知道那本来就是外地人在做的事。所以她不是单纯把工作交给我们，自己也要到大市集走一趟。	赫萝注视罗伦斯，用的是狼在森林里查看猎物动静的眼神。 ‖ 然后叹气。 ‖ “那只大笨驴不只对咱们严，对自己也很严呐。” ‖ ►“是啊。她说最后由她来作决定，其实就是替我们扮黑脸。她知道人家把吃力不讨好的角色推给了她，也知道那本来就是外地人在做的事。所以她不是单纯把工作交给我们，自己也要到大市集走一趟。” ‖ 赫萝玲珑可爱的鼻头皱了起来。 ‖ “汝很喜欢这种事嘛。”
2_200	狼与尾巴的圆舞	2	200	0	汝很喜欢这种事嘛。	“那只大笨驴不只对咱们严，对自己也很严呐。” ‖ “是啊。她说最后由她来作决定，其实就是替我们扮黑脸。她知道人家把吃力不讨好的角色推给了她，也知道那本来就是外地人在做的事。所以她不是单纯把工作交给我们，自己也要到大市集走一趟。” ‖ 赫萝玲珑可爱的鼻头皱了起来。 ‖ ►“汝很喜欢这种事嘛。” ‖ “现在有个人下定决心要扮黑脸，想帮忙是人之常情呀。” ‖ 赫萝用眼神骂他滥好人，但还是牵起他的手用力握住。
2_201	狼与尾巴的圆舞	2	201	0	现在有个人下定决心要扮黑脸，想帮忙是人之常情呀。	“是啊。她说最后由她来作决定，其实就是替我们扮黑脸。她知道人家把吃力不讨好的角色推给了她，也知道那本来就是外地人在做的事。所以她不是单纯把工作交给我们，自己也要到大市集走一趟。” ‖ 赫萝玲珑可爱的鼻头皱了起来。 ‖ “汝很喜欢这种事嘛。” ‖ ►“现在有个人下定决心要扮黑脸，想帮忙是人之常情呀。” ‖ 赫萝用眼神骂他滥好人，但还是牵起他的手用力握住。 ‖ 嫌麻烦的她自己也是个滥好人，见到罗伦斯往麻烦事钻，她也无法袖手旁观。不过罗伦斯为帮助他人而行动，她也与有荣焉。但是麻烦还是麻烦，何况艾莉莎还是女人。
2_205	狼与尾巴的圆舞	2	205	0	好了啦，开心一点嘛。	赫萝用眼神骂他滥好人，但还是牵起他的手用力握住。 ‖ 嫌麻烦的她自己也是个滥好人，见到罗伦斯往麻烦事钻，她也无法袖手旁观。不过罗伦斯为帮助他人而行动，她也与有荣焉。但是麻烦还是麻烦，何况艾莉莎还是女人。 ‖ 大概就是这样吧。罗伦斯对板着脸的赫萝说： ‖ ►“好了啦，开心一点嘛。” ‖ 他抬起赫萝牵住的手，用指背擦擦她脸颊。 ‖ 赫萝有点不耐地眯起眼。
2_208	狼与尾巴的圆舞	2	208	0	我会好好表现，帅一个给你看的啦。	“好了啦，开心一点嘛。” ‖ 他抬起赫萝牵住的手，用指背擦擦她脸颊。 ‖ 赫萝有点不耐地眯起眼。 ‖ ►“我会好好表现，帅一个给你看的啦。” ‖ 这句话让赫萝愣了一下，然后不敢领教地苦笑。 ‖ “哼。不顺要鼓励汝，失败了还要安慰汝，汝也替咱想一想好不好。”
2_210	狼与尾巴的圆舞	2	210	0	哼。不顺要鼓励汝，失败了还要安慰汝，汝也替咱想一想好不好。	赫萝有点不耐地眯起眼。 ‖ “我会好好表现，帅一个给你看的啦。” ‖ 这句话让赫萝愣了一下，然后不敢领教地苦笑。 ‖ ►“哼。不顺要鼓励汝，失败了还要安慰汝，汝也替咱想一想好不好。” ‖ 尾尖轻拍了罗伦斯的脚几下。 ‖ 表示贤狼娘娘批准了。
3_14	狼与尾巴的圆舞	3	14	0	难得这么贴心	就在他逡巡是否该去找人而打算站起时，赫萝回来了。一问之下，才知道她找了棵稍微远离道路的树，钉上给谭雅的信。 ‖ 艾莉莎说她有交代过看管大教堂的村民，而赫萝是这么回答的── ‖ 即使谭雅据守的山离这有段不小的距离，她也一定会注意到他们经过这座山。而且谭雅一直独自在山上等待从前认识的炼金术师回来看她，要是知道他们翻山越岭到其他地方去一定会很慌，所以留封信给她。 ‖ ►然而“难得这么贴心”的感动一下就没了。赫萝像是在避讳艾莉莎，比平时多远离罗伦斯两个拳头的距离坐在枯叶上，用膝盖托住下巴，蜷起身体。肩膀虽没碰在一起，尾巴却搭在罗伦斯背上。 ‖ 没什么，就只是赫萝自己也害怕曾经亲近的人忽然有一天消失不见而已。 ‖ 她不会衰老，外观与女儿缪里一个样，形影却有难以言表的差异。原因一定是在于她举手投足间，不时透露出这样的心理吧。
3_20	狼与尾巴的圆舞	3	20	0	哼嗯，就快在风里闻到麦香了呗。	罗伦斯总是拗不过她耍孩子气，就是因为知道她那样是在掩饰自己有点灰暗的一面。而赫萝明知音乐总有一天要停，也伸手邀他共舞。 ‖ 足以让罗伦斯赌上一生的美好，就在这里。 ‖ 等到饭后休息结束，马车再度驶动后不久，总算在山棱之后见到一座大城镇。那即是内陆的货运要冲之一，萨罗尼亚。 ‖ ►“哼嗯，就快在风里闻到麦香了呗。” ‖ 赫萝眯着眼咧嘴笑。对于不善应付的艾莉莎也在她的地盘上这件事，似乎已经习惯了。 ‖ “吃不完的面包和酒啊，不是很棒吗？”
3_22	狼与尾巴的圆舞	3	22	0	吃不完的面包和酒啊，不是很棒吗？	等到饭后休息结束，马车再度驶动后不久，总算在山棱之后见到一座大城镇。那即是内陆的货运要冲之一，萨罗尼亚。 ‖ “哼嗯，就快在风里闻到麦香了呗。” ‖ 赫萝眯着眼咧嘴笑。对于不善应付的艾莉莎也在她的地盘上这件事，似乎已经习惯了。 ‖ ►“吃不完的面包和酒啊，不是很棒吗？” ‖ 对于艾莉莎别暴饮暴食的叮嘱，全都当作耳边风。 ‖ 赫萝一如往常的贪吃样，让罗伦斯笑着握紧缰绳。
3_28	狼与尾巴的圆舞	3	28	0	这里卖的是品质差强人意的小麦呗，那边是给马吃的燕麦。嗯……那里有刚炒好的大麦，可以酿成好酒呗！	萨罗尼亚没有高耸的城墙，不过周围有一大圈土堤与壕沟，教堂的钟塔矗立在城中央。建筑之间不显得拥挤，到处都有广场，是因为这里曾经是附近农村的物资交换处吧。广场上农产品堆积如山，交易行为十分热络。 ‖ 且看样子，商品是依不同广场分类贩售。许多穿着体面的商人议价之余，也和其他半年或一年不见的商人有亲昵的互动。 ‖ 就是这样的露天交易所渐渐聚集起来，才形成这个每年两期的大市集吧。 ‖ ►“这里卖的是品质差强人意的小麦呗，那边是给马吃的燕麦。嗯……那里有刚炒好的大麦，可以酿成好酒呗！” ‖ 也许是艾莉莎进城时便下车走路，赫萝已经恢复平时的样子。她到处嗅嗅，像个孩子拉扯罗伦斯的袖子又大呼小叫。 ‖ “艾莉莎小姐，你知道主教区的人住的地方往哪走吗？”
3_30	狼与尾巴的圆舞	3	30	0	艾莉莎小姐，你知道主教区的人住的地方往哪走吗？	就是这样的露天交易所渐渐聚集起来，才形成这个每年两期的大市集吧。 ‖ “这里卖的是品质差强人意的小麦呗，那边是给马吃的燕麦。嗯……那里有刚炒好的大麦，可以酿成好酒呗！” ‖ 也许是艾莉莎进城时便下车走路，赫萝已经恢复平时的样子。她到处嗅嗅，像个孩子拉扯罗伦斯的袖子又大呼小叫。 ‖ ►“艾莉莎小姐，你知道主教区的人住的地方往哪走吗？” ‖ 像这种城镇，只要先找到教会，去哪里都不成问题。所以货车先往中央的钟塔走，但艾莉莎很干脆地摇了头。 ‖ “不知道。我也是第一次来这里，找人问路吧。”
3_32	狼与尾巴的圆舞	3	32	0	不知道。我也是第一次来这里，找人问路吧。	也许是艾莉莎进城时便下车走路，赫萝已经恢复平时的样子。她到处嗅嗅，像个孩子拉扯罗伦斯的袖子又大呼小叫。 ‖ “艾莉莎小姐，你知道主教区的人住的地方往哪走吗？” ‖ 像这种城镇，只要先找到教会，去哪里都不成问题。所以货车先往中央的钟塔走，但艾莉莎很干脆地摇了头。 ‖ ►“不知道。我也是第一次来这里，找人问路吧。” ‖ 她说完就在路边拉了个人，只是每个人都很忙的样子，见人就赶。 ‖ 到了第五个商人样的男子，甚至一见到她就吓跑了。
3_35	狼与尾巴的圆舞	3	35	0	……愿神保佑他。	“不知道。我也是第一次来这里，找人问路吧。” ‖ 她说完就在路边拉了个人，只是每个人都很忙的样子，见人就赶。 ‖ 到了第五个商人样的男子，甚至一见到她就吓跑了。 ‖ ►“……愿神保佑他。” ‖ 艾莉莎嘴上虽这么说，心里说不定有点难过。 ‖ “都是汝表情太吓人了，以为要缠上来训话了呗。”
3_37	狼与尾巴的圆舞	3	37	0	都是汝表情太吓人了，以为要缠上来训话了呗。	到了第五个商人样的男子，甚至一见到她就吓跑了。 ‖ “……愿神保佑他。” ‖ 艾莉莎嘴上虽这么说，心里说不定有点难过。 ‖ ►“都是汝表情太吓人了，以为要缠上来训话了呗。” ‖ 赫萝一副幸灾乐祸的样子，被罗伦斯戳了戳头。 ‖ “因为这时候大家真的都很忙吧。”
3_39	狼与尾巴的圆舞	3	39	0	因为这时候大家真的都很忙吧。	艾莉莎嘴上虽这么说，心里说不定有点难过。 ‖ “都是汝表情太吓人了，以为要缠上来训话了呗。” ‖ 赫萝一副幸灾乐祸的样子，被罗伦斯戳了戳头。 ‖ ►“因为这时候大家真的都很忙吧。” ‖ 艾莉莎暧昧地点点头，手扶上额头。看来“表情太吓人”让她很在意。 ‖ 罗伦斯又戳一下赫萝的脑袋，从驾座上拦了个路过的工匠小伙计。虽然他一样拿忙着办事推辞，塞了几个铜钱之后还是不太情愿地回答了。
3_40	狼与尾巴的圆舞	3	40	0	表情太吓人	“都是汝表情太吓人了，以为要缠上来训话了呗。” ‖ 赫萝一副幸灾乐祸的样子，被罗伦斯戳了戳头。 ‖ “因为这时候大家真的都很忙吧。” ‖ ►艾莉莎暧昧地点点头，手扶上额头。看来“表情太吓人”让她很在意。 ‖ 罗伦斯又戳一下赫萝的脑袋，从驾座上拦了个路过的工匠小伙计。虽然他一样拿忙着办事推辞，塞了几个铜钱之后还是不太情愿地回答了。 ‖ 同时他发现，小伙计也在不时偷瞄艾莉莎。
3_43	狼与尾巴的圆舞	3	43	0	说不定是女性圣职人员很稀奇吧。	艾莉莎暧昧地点点头，手扶上额头。看来“表情太吓人”让她很在意。 ‖ 罗伦斯又戳一下赫萝的脑袋，从驾座上拦了个路过的工匠小伙计。虽然他一样拿忙着办事推辞，塞了几个铜钱之后还是不太情愿地回答了。 ‖ 同时他发现，小伙计也在不时偷瞄艾莉莎。 ‖ ►“说不定是女性圣职人员很稀奇吧。” ‖ 尽管罗伦斯嘴上这样讲，他也深知那不是见到稀奇事物的反应。这里是旅人云集的大市集，奇人异士多得很。 ‖ 心想究竟是怎么回事之余，罗伦斯还是以找到主教区的人为优先。
3_47	狼与尾巴的圆舞	3	47	0	喝酒要节制。	尽管罗伦斯嘴上这样讲，他也深知那不是见到稀奇事物的反应。这里是旅人云集的大市集，奇人异士多得很。 ‖ 心想究竟是怎么回事之余，罗伦斯还是以找到主教区的人为优先。 ‖ 罗伦斯等人顺利来到工匠小伙计说的旅舍。一楼的酒馆部分坐满了人，门前也有不少人拿着酒坐在地上喝。虽然看起来很邋遢，不过他们并不是地痞流氓，而是在买卖空档喝点酒的商人吧。有的一看到艾莉莎就闭上了嘴，有的甚至把酒瓶藏到背后。 ‖ ►平时白天喝酒被圣职人员看见，免不了要被训上几句，不难理解为何有此反应。而艾莉莎只是轻叹一声，对缩头缩尾的他们说声：“喝酒要节制。”就进门了。 ‖ 然而每个人见到她的反应都很怪。酒馆里忽然鸦雀无声，充斥着令人连咳嗽都要犹豫再三的僵硬沉默。 ‖ 赫萝和罗伦斯在停在店前的货车上目睹这一幕，面面相觑。
3_50	狼与尾巴的圆舞	3	50	0	你说艾莉莎表情吓人，是说笑的吧？	平时白天喝酒被圣职人员看见，免不了要被训上几句，不难理解为何有此反应。而艾莉莎只是轻叹一声，对缩头缩尾的他们说声：“喝酒要节制。”就进门了。 ‖ 然而每个人见到她的反应都很怪。酒馆里忽然鸦雀无声，充斥着令人连咳嗽都要犹豫再三的僵硬沉默。 ‖ 赫萝和罗伦斯在停在店前的货车上目睹这一幕，面面相觑。 ‖ ►“你说艾莉莎表情吓人，是说笑的吧？” ‖ “……大笨驴。” ‖ 就连开玩笑的赫萝本人都不懂怎么会这样。
3_51	狼与尾巴的圆舞	3	51	0	……大笨驴。	然而每个人见到她的反应都很怪。酒馆里忽然鸦雀无声，充斥着令人连咳嗽都要犹豫再三的僵硬沉默。 ‖ 赫萝和罗伦斯在停在店前的货车上目睹这一幕，面面相觑。 ‖ “你说艾莉莎表情吓人，是说笑的吧？” ‖ ►“……大笨驴。” ‖ 就连开玩笑的赫萝本人都不懂怎么会这样。 ‖ 绕到旅舍后头，停好马车进门后，立刻就有一群商人吱吱喳喳地交头接耳。艾莉莎在最里面，被几个人围着。
3_54	狼与尾巴的圆舞	3	54	0	艾莉莎小姐。	“……大笨驴。” ‖ 就连开玩笑的赫萝本人都不懂怎么会这样。 ‖ 绕到旅舍后头，停好马车进门后，立刻就有一群商人吱吱喳喳地交头接耳。艾莉莎在最里面，被几个人围着。 ‖ ►“艾莉莎小姐。” ‖ 一喊她，她周围的人全都转头看来。 ‖ 有三个穿便服，像是圣职人员的男子。另外两个服装品质不错，但从他们粗里粗气的样子看来，显然是代表主教区村庄而来的村人。年纪全都是大罗伦斯一、两轮。
3_57	狼与尾巴的圆舞	3	57	0	就是他们？	“艾莉莎小姐。” ‖ 一喊她，她周围的人全都转头看来。 ‖ 有三个穿便服，像是圣职人员的男子。另外两个服装品质不错，但从他们粗里粗气的样子看来，显然是代表主教区村庄而来的村人。年纪全都是大罗伦斯一、两轮。 ‖ ►“就是他们？” ‖ “对。他们是我的老友，罗伦斯先生和赫萝小姐。” ‖ “幸会。”
3_58	狼与尾巴的圆舞	3	58	0	对。他们是我的老友，罗伦斯先生和赫萝小姐。	一喊她，她周围的人全都转头看来。 ‖ 有三个穿便服，像是圣职人员的男子。另外两个服装品质不错，但从他们粗里粗气的样子看来，显然是代表主教区村庄而来的村人。年纪全都是大罗伦斯一、两轮。 ‖ “就是他们？” ‖ ►“对。他们是我的老友，罗伦斯先生和赫萝小姐。” ‖ “幸会。” ‖ 他们略显警戒地握起罗伦斯伸出的手，其中一人自称是村里的主祭。在温泉旅馆招呼了十几年熟面孔，让罗伦斯几乎忘了基本上走到哪里都是这种感觉。
3_59	狼与尾巴的圆舞	3	59	0	幸会。	有三个穿便服，像是圣职人员的男子。另外两个服装品质不错，但从他们粗里粗气的样子看来，显然是代表主教区村庄而来的村人。年纪全都是大罗伦斯一、两轮。 ‖ “就是他们？” ‖ “对。他们是我的老友，罗伦斯先生和赫萝小姐。” ‖ ►“幸会。” ‖ 他们略显警戒地握起罗伦斯伸出的手，其中一人自称是村里的主祭。在温泉旅馆招呼了十几年熟面孔，让罗伦斯几乎忘了基本上走到哪里都是这种感觉。 ‖ “到房里说吧。”
3_61	狼与尾巴的圆舞	3	61	0	到房里说吧。	“对。他们是我的老友，罗伦斯先生和赫萝小姐。” ‖ “幸会。” ‖ 他们略显警戒地握起罗伦斯伸出的手，其中一人自称是村里的主祭。在温泉旅馆招呼了十几年熟面孔，让罗伦斯几乎忘了基本上走到哪里都是这种感觉。 ‖ ►“到房里说吧。” ‖ 一行人前往楼上的房间，有两个像在顾行李的年轻村人坐在走廊上玩牌，见到人来赶紧收拾。在他们的带领下，罗伦斯几个来到一间大通铺。 ‖ “城里气氛好像不怎么好呢。”
3_63	狼与尾巴的圆舞	3	63	0	城里气氛好像不怎么好呢。	他们略显警戒地握起罗伦斯伸出的手，其中一人自称是村里的主祭。在温泉旅馆招呼了十几年熟面孔，让罗伦斯几乎忘了基本上走到哪里都是这种感觉。 ‖ “到房里说吧。” ‖ 一行人前往楼上的房间，有两个像在顾行李的年轻村人坐在走廊上玩牌，见到人来赶紧收拾。在他们的带领下，罗伦斯几个来到一间大通铺。 ‖ ►“城里气氛好像不怎么好呢。” ‖ 艾莉莎的一句话，竟让年纪较长的众人全都拉下脸，面子挂不住的样子。 ‖ “几个村里的人到劳德商行去要钱了，可是情况实在不太妙……”
3_65	狼与尾巴的圆舞	3	65	0	几个村里的人到劳德商行去要钱了，可是情况实在不太妙……	一行人前往楼上的房间，有两个像在顾行李的年轻村人坐在走廊上玩牌，见到人来赶紧收拾。在他们的带领下，罗伦斯几个来到一间大通铺。 ‖ “城里气氛好像不怎么好呢。” ‖ 艾莉莎的一句话，竟让年纪较长的众人全都拉下脸，面子挂不住的样子。 ‖ ►“几个村里的人到劳德商行去要钱了，可是情况实在不太妙……” ‖ “虽然城里看起来很热闹，但只是表面上安稳而已。艾莉莎小姐，您用这身打扮到城里来的路上，有没有人说过什么难听的话？” ‖ 圣职人员模样的男子对艾莉莎使用敬称，让罗伦斯有点惊讶。艾莉莎是到处受人求助才辗转来到瓦兰主教区，途中和哪位高等职员成了知心好友也说不定。教会里有独特的上下关系，即使职位只是临时祭司，也可能已经为她在教会里博得不小的名气。
3_66	狼与尾巴的圆舞	3	66	0	虽然城里看起来很热闹，但只是表面上安稳而已。艾莉莎小姐，您用这身打扮到城里来的路上，有没有人说过什么难听的话？	“城里气氛好像不怎么好呢。” ‖ 艾莉莎的一句话，竟让年纪较长的众人全都拉下脸，面子挂不住的样子。 ‖ “几个村里的人到劳德商行去要钱了，可是情况实在不太妙……” ‖ ►“虽然城里看起来很热闹，但只是表面上安稳而已。艾莉莎小姐，您用这身打扮到城里来的路上，有没有人说过什么难听的话？” ‖ 圣职人员模样的男子对艾莉莎使用敬称，让罗伦斯有点惊讶。艾莉莎是到处受人求助才辗转来到瓦兰主教区，途中和哪位高等职员成了知心好友也说不定。教会里有独特的上下关系，即使职位只是临时祭司，也可能已经为她在教会里博得不小的名气。 ‖ “是没有遇到这种事……喔不，也不尽然。”
3_68	狼与尾巴的圆舞	3	68	0	是没有遇到这种事……喔不，也不尽然。	“几个村里的人到劳德商行去要钱了，可是情况实在不太妙……” ‖ “虽然城里看起来很热闹，但只是表面上安稳而已。艾莉莎小姐，您用这身打扮到城里来的路上，有没有人说过什么难听的话？” ‖ 圣职人员模样的男子对艾莉莎使用敬称，让罗伦斯有点惊讶。艾莉莎是到处受人求助才辗转来到瓦兰主教区，途中和哪位高等职员成了知心好友也说不定。教会里有独特的上下关系，即使职位只是临时祭司，也可能已经为她在教会里博得不小的名气。 ‖ ►“是没有遇到这种事……喔不，也不尽然。” ‖ 艾莉莎对罗伦斯使个眼色，罗伦斯便替她说下去。 ‖ “城里的人，看到她穿法袍好像都很紧张。”
3_70	狼与尾巴的圆舞	3	70	0	城里的人，看到她穿法袍好像都很紧张。	圣职人员模样的男子对艾莉莎使用敬称，让罗伦斯有点惊讶。艾莉莎是到处受人求助才辗转来到瓦兰主教区，途中和哪位高等职员成了知心好友也说不定。教会里有独特的上下关系，即使职位只是临时祭司，也可能已经为她在教会里博得不小的名气。 ‖ “是没有遇到这种事……喔不，也不尽然。” ‖ 艾莉莎对罗伦斯使个眼色，罗伦斯便替她说下去。 ‖ ►“城里的人，看到她穿法袍好像都很紧张。” ‖ 圣职人员模样的男子回答： ‖ “我想也是。前几天，还有个人被关进牢里了呢。”
3_72	狼与尾巴的圆舞	3	72	0	我想也是。前几天，还有个人被关进牢里了呢。	艾莉莎对罗伦斯使个眼色，罗伦斯便替她说下去。 ‖ “城里的人，看到她穿法袍好像都很紧张。” ‖ 圣职人员模样的男子回答： ‖ ►“我想也是。前几天，还有个人被关进牢里了呢。” ‖ “咦？” ‖ 不仅是艾莉莎，罗伦斯也很惊讶，就只有赫萝还悠哉地看着窗外。
3_73	狼与尾巴的圆舞	3	73	0	咦？	“城里的人，看到她穿法袍好像都很紧张。” ‖ 圣职人员模样的男子回答： ‖ “我想也是。前几天，还有个人被关进牢里了呢。” ‖ ►“咦？” ‖ 不仅是艾莉莎，罗伦斯也很惊讶，就只有赫萝还悠哉地看着窗外。 ‖ “既然人们对法袍这么敏感……是异端审讯官吗？”
3_75	狼与尾巴的圆舞	3	75	0	既然人们对法袍这么敏感……是异端审讯官吗？	“我想也是。前几天，还有个人被关进牢里了呢。” ‖ “咦？” ‖ 不仅是艾莉莎，罗伦斯也很惊讶，就只有赫萝还悠哉地看着窗外。 ‖ ►“既然人们对法袍这么敏感……是异端审讯官吗？” ‖ 罗伦斯的问题终于勾起赫萝的兴趣。对非人之人而言，异端审讯官形同天敌。 ‖ “不，被抓的是商人。我们跟他很熟，作生意很实在，结果还……”
3_77	狼与尾巴的圆舞	3	77	0	不，被抓的是商人。我们跟他很熟，作生意很实在，结果还……	不仅是艾莉莎，罗伦斯也很惊讶，就只有赫萝还悠哉地看着窗外。 ‖ “既然人们对法袍这么敏感……是异端审讯官吗？” ‖ 罗伦斯的问题终于勾起赫萝的兴趣。对非人之人而言，异端审讯官形同天敌。 ‖ ►“不，被抓的是商人。我们跟他很熟，作生意很实在，结果还……” ‖ “现在很多人在猜他是不是已经这样很久了，事实上也因为这个缘故，城里的人都紧张得跟走散了的狼一样。” ‖ 赫萝一副想问什么意思的脸，罗伦斯便摸摸她的背要她别急，说道：
3_78	狼与尾巴的圆舞	3	78	0	现在很多人在猜他是不是已经这样很久了，事实上也因为这个缘故，城里的人都紧张得跟走散了的狼一样。	“既然人们对法袍这么敏感……是异端审讯官吗？” ‖ 罗伦斯的问题终于勾起赫萝的兴趣。对非人之人而言，异端审讯官形同天敌。 ‖ “不，被抓的是商人。我们跟他很熟，作生意很实在，结果还……” ‖ ►“现在很多人在猜他是不是已经这样很久了，事实上也因为这个缘故，城里的人都紧张得跟走散了的狼一样。” ‖ 赫萝一副想问什么意思的脸，罗伦斯便摸摸她的背要她别急，说道： ‖ “这么说来，被抓的原因就很有限了。”
3_80	狼与尾巴的圆舞	3	80	0	这么说来，被抓的原因就很有限了。	“不，被抓的是商人。我们跟他很熟，作生意很实在，结果还……” ‖ “现在很多人在猜他是不是已经这样很久了，事实上也因为这个缘故，城里的人都紧张得跟走散了的狼一样。” ‖ 赫萝一副想问什么意思的脸，罗伦斯便摸摸她的背要她别急，说道： ‖ ►“这么说来，被抓的原因就很有限了。” ‖ 罗伦斯往艾莉莎看，而这位通晓信仰问题，对俗世的认知也不浅的女圣职人员回答： ‖ “欠债吗？”
3_82	狼与尾巴的圆舞	3	82	0	欠债吗？	赫萝一副想问什么意思的脸，罗伦斯便摸摸她的背要她别急，说道： ‖ “这么说来，被抓的原因就很有限了。” ‖ 罗伦斯往艾莉莎看，而这位通晓信仰问题，对俗世的认知也不浅的女圣职人员回答： ‖ ►“欠债吗？” ‖ 借物不还，完全是背叛对方的信任。 ‖ 欠钱不还，在教会甚至以罪孽论之。
3_85	狼与尾巴的圆舞	3	85	0	别看这城镇这么有活力，其实每个人都在为怎么还债而头痛。大家都在说，现在很多人在路边喝酒都是为了怕人跑路呢。	“欠债吗？” ‖ 借物不还，完全是背叛对方的信任。 ‖ 欠钱不还，在教会甚至以罪孽论之。 ‖ ►“别看这城镇这么有活力，其实每个人都在为怎么还债而头痛。大家都在说，现在很多人在路边喝酒都是为了怕人跑路呢。” ‖ 又或者是大部分的人都被债金压得喘不过气，到了不会去怀疑这种传闻的地步。 ‖ “我们带来的东西早就卖光光了，可是劳德商行硬是不付钱。主教大人、村长和几个帮手加起来总共五个人天天到商行去讨债，可是一直没有好消息。”
3_87	狼与尾巴的圆舞	3	87	0	我们带来的东西早就卖光光了，可是劳德商行硬是不付钱。主教大人、村长和几个帮手加起来总共五个人天天到商行去讨债，可是一直没有好消息。	欠钱不还，在教会甚至以罪孽论之。 ‖ “别看这城镇这么有活力，其实每个人都在为怎么还债而头痛。大家都在说，现在很多人在路边喝酒都是为了怕人跑路呢。” ‖ 又或者是大部分的人都被债金压得喘不过气，到了不会去怀疑这种传闻的地步。 ‖ ►“我们带来的东西早就卖光光了，可是劳德商行硬是不付钱。主教大人、村长和几个帮手加起来总共五个人天天到商行去讨债，可是一直没有好消息。” ‖ “而且别村好像也是同样状况，几个村的人挤在商行里争谁先拿钱呢。” ‖ “村里是还有一点储备，但要是真的空着手回去，这个冬天八成会过得很惨。艾莉莎小姐，您那边这么样？教堂里还有多少财产？”
3_88	狼与尾巴的圆舞	3	88	0	而且别村好像也是同样状况，几个村的人挤在商行里争谁先拿钱呢。	“别看这城镇这么有活力，其实每个人都在为怎么还债而头痛。大家都在说，现在很多人在路边喝酒都是为了怕人跑路呢。” ‖ 又或者是大部分的人都被债金压得喘不过气，到了不会去怀疑这种传闻的地步。 ‖ “我们带来的东西早就卖光光了，可是劳德商行硬是不付钱。主教大人、村长和几个帮手加起来总共五个人天天到商行去讨债，可是一直没有好消息。” ‖ ►“而且别村好像也是同样状况，几个村的人挤在商行里争谁先拿钱呢。” ‖ “村里是还有一点储备，但要是真的空着手回去，这个冬天八成会过得很惨。艾莉莎小姐，您那边这么样？教堂里还有多少财产？” ‖ 瓦兰大教堂请艾莉莎来也是为了清点财产。
3_89	狼与尾巴的圆舞	3	89	0	村里是还有一点储备，但要是真的空着手回去，这个冬天八成会过得很惨。艾莉莎小姐，您那边这么样？教堂里还有多少财产？	又或者是大部分的人都被债金压得喘不过气，到了不会去怀疑这种传闻的地步。 ‖ “我们带来的东西早就卖光光了，可是劳德商行硬是不付钱。主教大人、村长和几个帮手加起来总共五个人天天到商行去讨债，可是一直没有好消息。” ‖ “而且别村好像也是同样状况，几个村的人挤在商行里争谁先拿钱呢。” ‖ ►“村里是还有一点储备，但要是真的空着手回去，这个冬天八成会过得很惨。艾莉莎小姐，您那边这么样？教堂里还有多少财产？” ‖ 瓦兰大教堂请艾莉莎来也是为了清点财产。 ‖ 艾莉莎面不改色地从怀中取出汇票说：
3_92	狼与尾巴的圆舞	3	92	0	德堡商行跟我们买下魔山了。	“村里是还有一点储备，但要是真的空着手回去，这个冬天八成会过得很惨。艾莉莎小姐，您那边这么样？教堂里还有多少财产？” ‖ 瓦兰大教堂请艾莉莎来也是为了清点财产。 ‖ 艾莉莎面不改色地从怀中取出汇票说： ‖ ►“德堡商行跟我们买下魔山了。” ‖ “喔喔！” ‖ “不会吧！”
3_93	狼与尾巴的圆舞	3	93	0	喔喔！	瓦兰大教堂请艾莉莎来也是为了清点财产。 ‖ 艾莉莎面不改色地从怀中取出汇票说： ‖ “德堡商行跟我们买下魔山了。” ‖ ►“喔喔！” ‖ “不会吧！” ‖ 艾莉莎清咳两声，要兴奋的人们安静。
3_94	狼与尾巴的圆舞	3	94	0	不会吧！	艾莉莎面不改色地从怀中取出汇票说： ‖ “德堡商行跟我们买下魔山了。” ‖ “喔喔！” ‖ ►“不会吧！” ‖ 艾莉莎清咳两声，要兴奋的人们安静。 ‖ “解开山的秘密，并引荐德堡商行买山的，就是罗伦斯先生和赫萝小姐。”
3_96	狼与尾巴的圆舞	3	96	0	解开山的秘密，并引荐德堡商行买山的，就是罗伦斯先生和赫萝小姐。	“喔喔！” ‖ “不会吧！” ‖ 艾莉莎清咳两声，要兴奋的人们安静。 ‖ ►“解开山的秘密，并引荐德堡商行买山的，就是罗伦斯先生和赫萝小姐。” ‖ 听了艾莉莎这么介绍，他们先前的警戒全都飞到九霄云外，手握到都痛了，还热情地拥抱。 ‖ “这真是天大的好消息啊！有了这笔钱，过冬物资就不用愁了！哎呀，本来以为今年要完蛋了呢，这样主教大人和村长都能先安心了吧。快把他们叫回来，要去买东西了。”
